date,customerId,paymentPeriod,loanAmount,currencyType,evaluationChannel,interest_rate
12/09/2022,CUS72488937024,24,1500,USD,WEB PAGE,0.145
12/09/2022,CUS20319167336,36,17000,USD,WEB PAGE,0.14
12/09/2022,CUS49558298236,36,37500,USD,AGENCY,0.33
12/09/2022,CUS44472849212,12,5000,USD,WEB PAGE,0.285
12/09/2022,CUS83067927860,60,6697,USD,WEB PAGE,0.285
12/09/2022,CUS69932435548,48,20000,USD,WEB PAGE,0.195
12/09/2022,CUS31883537336,36,23600,USD,AGENCY,0.23
12/09/2022,CUS21902256748,48,11409.37,USD,WEB PAGE,0.21
12/09/2022,CUS65329757324,24,1500,USD,WEB PAGE,0.21
12/09/2022,CUS83515924460,60,6000,USD,WEB PAGE,0.215
12/09/2022,CUS32877802136,36,10000,USD,WEB PAGE,0.235
12/09/2022,CUS75435784060,60,17600,USD,AGENCY,0.149
12/09/2022,CUS46451786260,60,95000,USD,AGENCY,0.099
12/09/2022,CUS55017809036,36,15000,USD,AGENCY,0.12
12/09/2022,CUS75664963160,60,46900,USD,AGENCY,0.145
12/09/2022,CUS57920349112,12,3000,USD,WEB PAGE,0.11
12/09/2022,CUS28749487360,60,115000,USD,WEB PAGE,0.119
12/09/2022,CUS75745960124,24,4200,USD,WEB PAGE,0.124
12/09/2022,CUS12969362460,60,46500,USD,WEB PAGE,0.14
12/09/2022,CUS43785752136,36,22000,USD,WEB PAGE,0.114
12/09/2022,CUS34091507760,60,16100,USD,AGENCY,0.18
12/09/2022,CUS37163190460,60,38900,USD,AGENCY,0.17
12/09/2022,CUS81973838060,60,30000,USD,WEB PAGE,0.155
12/09/2022,CUS62043591560,60,30000,USD,WEB PAGE,0.15
12/09/2022,CUS18050059560,60,30000,USD,WEB PAGE,0.175
12/09/2022,CUS46701070624,24,4000,USD,CONTACT CENTER,0.105
12/09/2022,CUS29321015160,60,31890,USD,WEB PAGE,0.24
12/09/2022,CUS24842772448,48,18200,USD,AGENCY,0.28
12/09/2022,CUS69607789748,48,16644,USD,WEB PAGE,0.24
12/09/2022,CUS36171791548,48,24999,USD,AGENCY,0.235
12/09/2022,CUS85015262448,48,24000,USD,WEB PAGE,0.23
12/09/2022,CUS17607019160,60,71601.02,USD,WEB PAGE,0.105
12/09/2022,CUS31453600436,36,10700,USD,WEB PAGE,0.195
12/09/2022,CUS63643519560,60,37000,USD,WEB PAGE,0.17
12/09/2022,CUS97638080048,48,55000,USD,AGENCY,0.35
12/09/2022,CUS30523095048,48,55000,USD,AGENCY,0.35
12/09/2022,CUS70483406360,60,42582.29,USD,AGENCY,0.149
12/09/2022,CUS91420399660,60,18000,USD,WEB PAGE,0.159
12/09/2022,CUS77489082648,48,36500,USD,WEB PAGE,0.19
12/09/2022,CUS37680145524,24,23700,USD,AGENCY,0.125
12/09/2022,CUS74581060860,60,10000,USD,AGENCY,0.099
12/09/2022,CUS43605390324,24,5500,USD,WEB PAGE,0.114
12/09/2022,CUS32172047124,24,10000,USD,WEB PAGE,0.099
12/09/2022,CUS13706112060,60,3000,USD,WEB PAGE,0.18
12/09/2022,CUS22166538324,24,5200,USD,WEB PAGE,0.099
12/09/2022,CUS61590992324,24,20000,USD,WEB PAGE,0.145
12/09/2022,CUS57597491660,60,45000,USD,AGENCY,0.155
12/09/2022,CUS97405200436,36,6840,USD,WEB PAGE,0.165
12/09/2022,CUS64064940060,60,50000,USD,AGENCY,0.165
12/09/2022,CUS43789012360,60,35000,USD,WEB PAGE,0.145
12/09/2022,CUS39508765424,24,6000,USD,WEB PAGE,0.165
12/09/2022,CUS97676364136,36,6200,USD,WEB PAGE,0.16
12/09/2022,CUS21746834560,60,137900,USD,WEB PAGE,0.165
12/09/2022,CUS26648200924,24,8000,USD,AGENCY,0.165
12/09/2022,CUS43557027360,60,17863.43,USD,WEB PAGE,0.165
12/09/2022,CUS45397951160,60,80000,USD,AGENCY,0.115
12/09/2022,CUS61758244224,24,2000,USD,WEB PAGE,0.28
12/09/2022,CUS12443126748,48,25000,USD,WEB PAGE,0.225
12/09/2022,CUS29368254424,24,20000,USD,WEB PAGE,0.24
12/09/2022,CUS69390727612,12,1000,USD,WEB PAGE,0.28
12/09/2022,CUS98245441648,48,50000,USD,AGENCY,0.19
12/09/2022,CUS90722799824,24,3000,USD,WEB PAGE,0.21
12/09/2022,CUS14493942836,36,10000,USD,WEB PAGE,0.18
12/09/2022,CUS67484782148,48,39949.99,USD,AGENCY,0.315
12/09/2022,CUS38424680860,60,40000,USD,WEB PAGE,0.19
12/09/2022,CUS78328811260,60,69000,USD,WEB PAGE,0.145
12/09/2022,CUS48390430736,36,10000,USD,WEB PAGE,0.185
12/09/2022,CUS86297515124,24,21850,USD,WEB PAGE,0.109
12/09/2022,CUS38955511924,24,12600,USD,AGENCY,0.125
12/09/2022,CUS18156414160,60,16000,USD,WEB PAGE,0.194
12/09/2022,CUS32500815724,24,15000,USD,AGENCY,0.099
12/09/2022,CUS82314784224,24,15000,USD,WEB PAGE,0.099
12/09/2022,CUS84791135124,24,17870,USD,WEB PAGE,0.099
12/09/2022,CUS28947970736,36,21000,USD,WEB PAGE,0.135
12/09/2022,CUS77480655748,48,40000,USD,WEB PAGE,0.135
12/09/2022,CUS55467062460,60,42300,USD,WEB PAGE,0.135
12/09/2022,CUS87841174160,60,25400,USD,WEB PAGE,0.285
12/09/2022,CUS55242951336,36,7000,USD,WEB PAGE,0.335
12/09/2022,CUS98566301936,36,9700,USD,WEB PAGE,0.395
12/09/2022,CUS78475413148,48,75000,USD,AGENCY,0.105
12/09/2022,CUS44399585936,36,22000,USD,AGENCY,0.335
12/09/2022,CUS97329289336,36,10000,USD,WEB PAGE,0.33
12/09/2022,CUS24169261224,24,14900,USD,WEB PAGE,0.37
12/09/2022,CUS15777948748,48,7000,USD,WEB PAGE,0.285
12/09/2022,CUS85416120336,36,10000,USD,WEB PAGE,0.335
12/09/2022,CUS20652579160,60,27000,USD,WEB PAGE,0.21
12/09/2022,CUS77076972160,60,33960.93,USD,WEB PAGE,0.205
12/09/2022,CUS91430881136,36,25580,USD,WEB PAGE,0.105
12/09/2022,CUS59940090260,60,10000,USD,WEB PAGE,0.159
12/09/2022,CUS54903285412,12,3000,USD,WEB PAGE,0.109
12/09/2022,CUS81941107436,36,15000,USD,WEB PAGE,0.124
12/09/2022,CUS70265599760,60,52669.34,USD,WEB PAGE,0.109
12/09/2022,CUS49927892360,60,40000,USD,WEB PAGE,0.205
12/09/2022,CUS91568394948,48,22346.18,USD,WEB PAGE,0.149
12/09/2022,CUS67839569360,60,91000,USD,AGENCY,0.099
12/09/2022,CUS36540830936,36,28000,USD,WEB PAGE,0.099
12/09/2022,CUS44075081160,60,40000,USD,WEB PAGE,0.109
12/09/2022,CUS22095310560,60,29800,USD,WEB PAGE,0.155
12/09/2022,CUS17920570024,24,5500,USD,WEB PAGE,0.145
12/09/2022,CUS62931086812,12,5000,USD,WEB PAGE,0.185
12/09/2022,CUS85508339148,48,17000,USD,WEB PAGE,0.335
12/09/2022,CUS12964900724,24,5000,USD,AGENCY,0.28
12/09/2022,CUS54942061448,48,25600,USD,AGENCY,0.215
12/09/2022,CUS50122030824,24,12500,USD,WEB PAGE,0.18
12/09/2022,CUS78412124060,60,9166,USD,WEB PAGE,0.24
12/09/2022,CUS75106231036,36,11767,USD,AGENCY,0.225
12/09/2022,CUS12803725736,36,15000,USD,WEB PAGE,0.32
12/09/2022,CUS19348338036,36,40000,USD,WEB PAGE,0.19
12/09/2022,CUS96956171560,60,37150.27,USD,WEB PAGE,0.215
12/09/2022,CUS23492547424,24,18000,USD,WEB PAGE,0.109
12/09/2022,CUS52685405336,36,10000,USD,WEB PAGE,0.105
12/09/2022,CUS33537671260,60,20000,USD,AGENCY,0.155
12/09/2022,CUS17054155248,48,47950,USD,AGENCY,0.145
12/09/2022,CUS30648709436,36,33000,USD,WEB PAGE,0.145
12/09/2022,CUS34144227236,36,24900,USD,WEB PAGE,0.099
12/09/2022,CUS15795796348,48,4500,USD,WEB PAGE,0.18
12/09/2022,CUS40463356536,36,4000,USD,WEB PAGE,0.195
12/09/2022,CUS52996582260,60,13000,USD,WEB PAGE,0.144
12/09/2022,CUS43464023660,60,38000,USD,WEB PAGE,0.135
12/09/2022,CUS95356874248,48,18000,USD,AGENCY,0.2
12/09/2022,CUS99406033224,24,2500,USD,WEB PAGE,0.155
12/09/2022,CUS25261673148,48,16000,USD,WEB PAGE,0.145
12/09/2022,CUS77612965912,12,4000,USD,WEB PAGE,0.145
12/09/2022,CUS54820707848,48,44200,USD,WEB PAGE,0.28
12/09/2022,CUS32644919924,24,1000,USD,WEB PAGE,0.325
12/09/2022,CUS98279521836,36,22000,USD,WEB PAGE,0.325
12/09/2022,CUS23360479524,24,7000,USD,WEB PAGE,0.33
12/09/2022,CUS24090066812,12,3000,USD,AGENCY,0.245
12/09/2022,CUS65100048936,36,26500,USD,AGENCY,0.345
12/09/2022,CUS97919631548,48,15182,USD,WEB PAGE,0.2
12/09/2022,CUS72459765560,60,61000,USD,WEB PAGE,0.205
12/09/2022,CUS24573243112,12,6000,USD,WEB PAGE,0.315
12/09/2022,CUS40226767560,60,88000,USD,WEB PAGE,0.099
12/09/2022,CUS38879292736,36,22900,USD,WEB PAGE,0.109
12/09/2022,CUS64161869560,60,24391,USD,WEB PAGE,0.104
12/09/2022,CUS25974566860,60,50000,USD,WEB PAGE,0.14
12/09/2022,CUS38994197760,60,1000,USD,WEB PAGE,0.11
12/09/2022,CUS57057809924,24,12000,USD,WEB PAGE,0.125
12/09/2022,CUS80406870324,24,15000,USD,AGENCY,0.099
12/09/2022,CUS80130578560,60,82600,USD,WEB PAGE,0.125
12/09/2022,CUS75911679160,60,1000,USD,WEB PAGE,0.11
12/09/2022,CUS59670430848,48,20000,USD,WEB PAGE,0.165
12/09/2022,CUS61485414748,48,15000,USD,WEB PAGE,0.185
12/09/2022,CUS62743383260,60,15700,USD,WEB PAGE,0.155
12/09/2022,CUS60283038748,48,5000,USD,WEB PAGE,0.205
12/09/2022,CUS21510074336,36,19300,USD,WEB PAGE,0.245
12/09/2022,CUS54574017348,48,9200,USD,WEB PAGE,0.29
12/09/2022,CUS27368616724,24,4000,USD,WEB PAGE,0.33
12/09/2022,CUS15353112448,48,22000,USD,WEB PAGE,0.245
12/09/2022,CUS32405048624,24,20100,USD,AGENCY,0.165
12/09/2022,CUS86016647160,60,18400,USD,AGENCY,0.185
12/09/2022,CUS86829093124,24,6000,USD,WEB PAGE,0.19
12/09/2022,CUS62150550760,60,13400,USD,WEB PAGE,0.28
12/09/2022,CUS64897186936,36,71000,USD,AGENCY,0.24
12/09/2022,CUS73010250024,24,10000,USD,WEB PAGE,0.109
12/09/2022,CUS68888227660,60,13000,USD,WEB PAGE,0.12
12/09/2022,CUS24088285960,60,35000,USD,WEB PAGE,0.099
12/09/2022,CUS94547605660,60,47000,USD,WEB PAGE,0.145
12/09/2022,CUS93014753336,36,30000,USD,WEB PAGE,0.135
12/09/2022,CUS71010945160,60,50000,USD,WEB PAGE,0.11
12/09/2022,CUS58018654224,24,5200,USD,AGENCY,0.165
12/09/2022,CUS63661886460,60,45000,USD,WEB PAGE,0.16
12/09/2022,CUS56297751024,24,5200,USD,AGENCY,0.165
12/09/2022,CUS61308279748,48,15500,USD,WEB PAGE,0.18
12/09/2022,CUS67576077460,60,4780,USD,WEB PAGE,0.145
12/09/2022,CUS86439923336,36,12000,USD,WEB PAGE,0.165
12/09/2022,CUS74952722336,36,5500,USD,AGENCY,0.185
12/09/2022,CUS47755498536,36,6000,USD,WEB PAGE,0.155
12/09/2022,CUS39101915448,48,30000,USD,WEB PAGE,0.28
12/09/2022,CUS14518712136,36,1800,USD,WEB PAGE,0.28
12/09/2022,CUS76040294336,36,6000,USD,WEB PAGE,0.245
12/09/2022,CUS15272448548,48,2140,USD,WEB PAGE,0.2
12/09/2022,CUS84171009060,60,22395,USD,WEB PAGE,0.215
12/09/2022,CUS13320628524,24,20000,USD,WEB PAGE,0.23
12/09/2022,CUS17495247448,48,33000,USD,WEB PAGE,0.205
12/09/2022,CUS32604420724,24,15000,USD,WEB PAGE,0.215
12/09/2022,CUS83319999860,60,60000,USD,WEB PAGE,0.19
12/09/2022,CUS97318685360,60,69200,USD,WEB PAGE,0.119
12/09/2022,CUS30880725560,60,26000,USD,WEB PAGE,0.099
12/09/2022,CUS66014670860,60,43500,USD,WEB PAGE,0.129
12/09/2022,CUS74480389660,60,60000,USD,WEB PAGE,0.139
12/09/2022,CUS57054755160,60,26600,USD,AGENCY,0.175
12/09/2022,CUS28500783548,48,27135,USD,AGENCY,0.175
12/09/2022,CUS67210320460,60,27900,USD,WEB PAGE,0.109
12/09/2022,CUS43971158760,60,20000,USD,WEB PAGE,0.109
12/09/2022,CUS21263967412,12,5500,USD,AGENCY,0.125
12/09/2022,CUS67804214836,36,4000,USD,WEB PAGE,0.145
12/09/2022,CUS58134221524,24,13000,USD,WEB PAGE,0.135
12/09/2022,CUS34972832636,36,25000,USD,AGENCY,0.155
12/09/2022,CUS40034445360,60,100000,USD,WEB PAGE,0.145
12/09/2022,CUS52941669748,48,5000,USD,WEB PAGE,0.175
12/09/2022,CUS24148744960,60,133000,USD,WEB PAGE,0.115
12/09/2022,CUS55304471360,60,69950,USD,WEB PAGE,0.16
12/09/2022,CUS35414867412,12,1000,USD,WEB PAGE,0.255
12/09/2022,CUS98700814548,48,16099,USD,WEB PAGE,0.105
12/09/2022,CUS53882688160,60,11000,USD,WEB PAGE,0.33
12/09/2022,CUS96826651760,60,60000,USD,WEB PAGE,0.105
12/09/2022,CUS38287765260,60,17148.41,USD,WEB PAGE,0.105
12/09/2022,CUS99721544636,36,40000,USD,AGENCY,0.2
12/09/2022,CUS69102147248,48,30000,USD,AGENCY,0.235
12/09/2022,CUS34645762860,60,22680,USD,WEB PAGE,0.23
12/09/2022,CUS22437485848,48,2000,USD,WEB PAGE,0.2
12/09/2022,CUS70959666112,12,6000,USD,AGENCY,0.215
12/09/2022,CUS77356673012,12,4760,USD,WEB PAGE,0.22
12/09/2022,CUS66018207048,48,68000,USD,AGENCY,0.205
12/09/2022,CUS83344460324,24,10000,USD,WEB PAGE,0.235
12/09/2022,CUS41704776660,60,39380,USD,WEB PAGE,0.105
12/09/2022,CUS93797994548,48,50000,USD,AGENCY,0.149
12/09/2022,CUS96260674360,60,49323.56,USD,WEB PAGE,0.145
12/09/2022,CUS88003623136,36,20000,USD,WEB PAGE,0.114
12/09/2022,CUS76190691736,36,15000,USD,WEB PAGE,0.129
12/09/2022,CUS83776173560,60,57600,USD,WEB PAGE,0.105
12/09/2022,CUS50859667860,60,22500,USD,WEB PAGE,0.105
12/09/2022,CUS53963546348,48,5000,USD,WEB PAGE,0.11
12/09/2022,CUS98359525324,24,9000,USD,WEB PAGE,0.135
12/09/2022,CUS95308525460,60,64000,USD,WEB PAGE,0.099
12/09/2022,CUS94711400924,24,7000,USD,WEB PAGE,0.104
12/09/2022,CUS89918720824,24,30000,USD,AGENCY,0.099
12/09/2022,CUS89169165412,12,4000,USD,WEB PAGE,0.215
12/09/2022,CUS99626334360,60,54590,USD,CONTACT CENTER,0.115
12/09/2022,CUS27441164460,60,16300,USD,AGENCY,0.17
12/09/2022,CUS27019641612,12,5000,USD,WEB PAGE,0.16
12/09/2022,CUS30167672660,60,45500,USD,WEB PAGE,0.145
12/09/2022,CUS57815605660,60,10000,USD,WEB PAGE,0.155
12/09/2022,CUS88833478260,60,52620,USD,WEB PAGE,0.16
12/09/2022,CUS79106752924,24,29200,USD,AGENCY,0.145
12/09/2022,CUS41302189660,60,40000,USD,AGENCY,0.155
12/09/2022,CUS69866219012,12,5210,USD,WEB PAGE,0.135
12/09/2022,CUS11498873236,36,13600,USD,WEB PAGE,0.125
12/09/2022,CUS81579673924,24,9200,USD,WEB PAGE,0.155
12/09/2022,CUS62989141724,24,6000,USD,WEB PAGE,0.17
12/09/2022,CUS44648927348,48,11000,USD,WEB PAGE,0.135
12/09/2022,CUS23372996924,24,5000,USD,WEB PAGE,0.145
12/09/2022,CUS73260100460,60,11500,USD,WEB PAGE,0.155
12/09/2022,CUS22499609724,24,6000,USD,WEB PAGE,0.34
12/09/2022,CUS18588809136,36,20000,USD,WEB PAGE,0.33
12/09/2022,CUS34477528060,60,40000,USD,WEB PAGE,0.33
12/09/2022,CUS22727452648,48,14000,USD,WEB PAGE,0.195
12/09/2022,CUS21530967060,60,12100,USD,WEB PAGE,0.21
12/09/2022,CUS54871022348,48,30000,USD,AGENCY,0.255
12/09/2022,CUS48673737560,60,15200,USD,WEB PAGE,0.205
12/09/2022,CUS58942132336,36,42000,USD,AGENCY,0.18
12/09/2022,CUS90450320060,60,54000,USD,AGENCY,0.155
12/09/2022,CUS42027448048,48,53000,USD,WEB PAGE,0.124
12/09/2022,CUS31630488760,60,88110.62,USD,AGENCY,0.109
12/09/2022,CUS96010271460,60,88110.62,USD,AGENCY,0.109
12/09/2022,CUS62326677060,60,117000,USD,WEB PAGE,0.109
12/09/2022,CUS94161055524,24,34000,USD,WEB PAGE,0.114
12/09/2022,CUS94105194712,12,8000,USD,AGENCY,0.215
12/09/2022,CUS68379711048,48,35100,USD,CONTACT CENTER,0.145
12/09/2022,CUS50829313324,24,4300,USD,WEB PAGE,0.135
12/09/2022,CUS15071184260,60,86000,USD,WEB PAGE,0.14
12/09/2022,CUS24833163612,12,7700,USD,WEB PAGE,0.155
12/09/2022,CUS12566311324,24,3600,USD,WEB PAGE,0.165
12/09/2022,CUS19996526560,60,80000,USD,WEB PAGE,0.215
12/09/2022,CUS72114024348,48,48000,USD,AGENCY,0.325
12/09/2022,CUS15046895648,48,101900,USD,WEB PAGE,0.33
12/09/2022,CUS64974361748,48,15000,USD,AGENCY,0.105
12/09/2022,CUS36455292148,48,20000,USD,WEB PAGE,0.245
12/09/2022,CUS36920092024,24,15000,USD,WEB PAGE,0.24
12/09/2022,CUS43868905224,24,18000,USD,WEB PAGE,0.24
12/09/2022,CUS49892898348,48,57000,USD,AGENCY,0.21
12/09/2022,CUS18148557960,60,50000,USD,AGENCY,0.235
12/09/2022,CUS92036629248,48,6809,USD,WEB PAGE,0.22
12/09/2022,CUS22371270024,24,19820,USD,AGENCY,0.165
12/09/2022,CUS26498619460,60,32000,USD,WEB PAGE,0.185
12/09/2022,CUS17707679860,60,40000,USD,AGENCY,0.195
12/09/2022,CUS81592704760,60,40000,USD,WEB PAGE,0.235
12/09/2022,CUS17108122560,60,30000,USD,WEB PAGE,0.129
12/09/2022,CUS49111800736,36,7000,USD,WEB PAGE,0.13
12/09/2022,CUS92928516448,48,20000,USD,WEB PAGE,0.195
12/09/2022,CUS51051057336,36,14000,USD,WEB PAGE,0.14
12/09/2022,CUS62007886248,48,15000,USD,WEB PAGE,0.28
12/09/2022,CUS63298881260,60,10700,USD,WEB PAGE,0.26
12/09/2022,CUS44636305760,60,5000,USD,WEB PAGE,0.245
12/09/2022,CUS46997936012,12,1000,USD,WEB PAGE,0.21
12/09/2022,CUS92660471636,36,7000,USD,WEB PAGE,0.225
12/09/2022,CUS13061070260,60,30000,USD,WEB PAGE,0.195
12/09/2022,CUS30643935436,36,20000,USD,AGENCY,0.355
12/09/2022,CUS77482694060,60,10000,USD,WEB PAGE,0.195
12/09/2022,CUS92949741848,48,13529.64,USD,WEB PAGE,0.23
12/09/2022,CUS47275956160,60,131000,USD,AGENCY,0.109
12/09/2022,CUS70321107024,24,5500,USD,WEB PAGE,0.115
12/09/2022,CUS39913111036,36,11000,USD,WEB PAGE,0.195
12/09/2022,CUS13414078860,60,37000,USD,WEB PAGE,0.115
12/09/2022,CUS91470138536,36,5000,USD,AGENCY,0.115
12/09/2022,CUS55804520948,48,64100,USD,AGENCY,0.159
12/09/2022,CUS78860572324,24,7000,USD,WEB PAGE,0.104
12/09/2022,CUS24145092860,60,30000,USD,AGENCY,0.19
12/09/2022,CUS85270757560,60,8960,USD,WEB PAGE,0.165
12/09/2022,CUS47012916736,36,10000,USD,WEB PAGE,0.155
12/09/2022,CUS87598278036,36,13000,USD,WEB PAGE,0.17
12/09/2022,CUS56601249560,60,4800,USD,WEB PAGE,0.235
12/09/2022,CUS24261815060,60,30000,USD,WEB PAGE,0.225
12/09/2022,CUS42554365324,24,12000,USD,AGENCY,0.245
12/09/2022,CUS13896408160,60,48000,USD,WEB PAGE,0.17
12/09/2022,CUS80499138860,60,25640,USD,WEB PAGE,0.21
12/09/2022,CUS20204664060,60,55000,USD,WEB PAGE,0.155
12/09/2022,CUS60749501760,60,35000,USD,CONTACT CENTER,0.2
12/09/2022,CUS77533954924,24,8000,USD,WEB PAGE,0.19
12/09/2022,CUS97921520248,48,26800,USD,WEB PAGE,0.19
12/09/2022,CUS15966593260,60,70000,USD,WEB PAGE,0.155
12/09/2022,CUS16413961560,60,47000,USD,WEB PAGE,0.119
12/09/2022,CUS18124619748,48,47000,USD,WEB PAGE,0.099
12/09/2022,CUS60806728760,60,15884,USD,WEB PAGE,0.124
12/09/2022,CUS11581429960,60,30000,USD,WEB PAGE,0.099
12/09/2022,CUS99554322348,48,20000,USD,WEB PAGE,0.099
12/09/2022,CUS28262447160,60,22000,USD,WEB PAGE,0.125
12/09/2022,CUS57178870424,24,20000,USD,WEB PAGE,0.115
12/09/2022,CUS44769015524,24,25010,USD,WEB PAGE,0.115
12/09/2022,CUS25542212336,36,25000,USD,AGENCY,0.139
12/09/2022,CUS53368922760,60,14300,USD,WEB PAGE,0.109
12/09/2022,CUS22861705148,48,15000,USD,WEB PAGE,0.15
12/09/2022,CUS70162315548,48,21200,USD,WEB PAGE,0.145
12/09/2022,CUS42346850260,60,90900,USD,WEB PAGE,0.105
12/09/2022,CUS18013770960,60,33000,USD,AGENCY,0.165
12/09/2022,CUS39675216860,60,70500,USD,AGENCY,0.14
12/09/2022,CUS24867984624,24,2500,USD,WEB PAGE,0.24
12/09/2022,CUS12115132248,48,50000,USD,WEB PAGE,0.245
12/09/2022,CUS46029897424,24,5000,USD,WEB PAGE,0.225
12/09/2022,CUS43579273824,24,20000,USD,WEB PAGE,0.235
12/09/2022,CUS81416101424,24,15500,USD,AGENCY,0.105
12/09/2022,CUS26040461560,60,111000,USD,AGENCY,0.195
12/09/2022,CUS15200552960,60,11000,USD,WEB PAGE,0.19
12/09/2022,CUS19988681824,24,10000,USD,WEB PAGE,0.19
12/09/2022,CUS97337755624,24,20000,USD,AGENCY,0.195
12/09/2022,CUS68620005960,60,45000,USD,WEB PAGE,0.185
12/09/2022,CUS99918621612,12,5500,USD,WEB PAGE,0.2
12/09/2022,CUS60300845348,48,25000,USD,WEB PAGE,0.145
12/09/2022,CUS35973606260,60,40000,USD,WEB PAGE,0.165
12/09/2022,CUS37783891424,24,6000,USD,WEB PAGE,0.149
12/09/2022,CUS68213904460,60,85500,USD,WEB PAGE,0.119
12/09/2022,CUS77710629960,60,26980,USD,WEB PAGE,0.14
12/09/2022,CUS58350162148,48,30000,USD,WEB PAGE,0.125
12/09/2022,CUS72821985612,12,3000,USD,WEB PAGE,0.099
12/09/2022,CUS12150591112,12,1500,USD,WEB PAGE,0.12
12/09/2022,CUS16128318248,48,38000,USD,WEB PAGE,0.145
12/09/2022,CUS44222045624,24,14000,USD,WEB PAGE,0.105
12/09/2022,CUS64183680060,60,15000,USD,AGENCY,0.105
12/09/2022,CUS92212604660,60,23300,USD,WEB PAGE,0.175
12/09/2022,CUS69784412860,60,71160,USD,WEB PAGE,0.115
12/09/2022,CUS23218063548,48,24990,USD,WEB PAGE,0.145
12/09/2022,CUS86539849424,24,6000,USD,WEB PAGE,0.255
12/09/2022,CUS62000045060,60,26455.5,USD,WEB PAGE,0.285
12/09/2022,CUS92534579036,36,12310,USD,WEB PAGE,0.105
12/09/2022,CUS96568320636,36,18000,USD,WEB PAGE,0.105
12/09/2022,CUS88228561360,60,30000,USD,WEB PAGE,0.165
12/09/2022,CUS85988975036,36,7500,USD,WEB PAGE,0.195
12/09/2022,CUS23278369248,48,70000,USD,AGENCY,0.205
12/09/2022,CUS31664237936,36,5300,USD,WEB PAGE,0.205
12/09/2022,CUS88166655012,12,3815,USD,WEB PAGE,0.16
12/09/2022,CUS81212089236,36,20000,USD,WEB PAGE,0.18
12/09/2022,CUS90345818348,48,70000,USD,WEB PAGE,0.15
12/09/2022,CUS19841430012,12,1000,USD,WEB PAGE,0.22
12/09/2022,CUS73433514060,60,34490,USD,WEB PAGE,0.115
12/09/2022,CUS88796868424,24,20000,USD,WEB PAGE,0.115
12/09/2022,CUS93204805348,48,22000,USD,WEB PAGE,0.119
12/09/2022,CUS11703333660,60,69325,USD,WEB PAGE,0.099
12/09/2022,CUS58408322636,36,13000,USD,WEB PAGE,0.109
12/09/2022,CUS55393026848,48,45000,USD,WEB PAGE,0.099
12/09/2022,CUS87982982824,24,15000,USD,WEB PAGE,0.175
12/09/2022,CUS20460759260,60,46000,USD,WEB PAGE,0.16
12/09/2022,CUS27393261560,60,30000,USD,WEB PAGE,0.175
12/09/2022,CUS42314899012,12,9300,USD,WEB PAGE,0.145
12/09/2022,CUS32369291860,60,70913.15,USD,WEB PAGE,0.145
12/09/2022,CUS30780568560,60,13300,USD,WEB PAGE,0.175
12/09/2022,CUS66643094236,36,10000,USD,WEB PAGE,0.285
12/09/2022,CUS86105618548,48,80000,USD,AGENCY,0.285
12/09/2022,CUS47954429324,24,2400,USD,WEB PAGE,0.24
12/09/2022,CUS83445826012,12,10000,USD,WEB PAGE,0.17
12/09/2022,CUS59970763336,36,15000,USD,WEB PAGE,0.105
12/09/2022,CUS78546000024,24,5000,USD,AGENCY,0.22
12/09/2022,CUS43006684160,60,30000,USD,WEB PAGE,0.2
12/09/2022,CUS95007006636,36,50000,USD,AGENCY,0.33
12/09/2022,CUS76983153648,48,52500,USD,WEB PAGE,0.205
12/09/2022,CUS53958918536,36,30000,USD,AGENCY,0.195
12/09/2022,CUS82214153424,24,11500,USD,WEB PAGE,0.195
12/09/2022,CUS66537168460,60,95000,USD,WEB PAGE,0.099
12/09/2022,CUS35223957936,36,19800,USD,WEB PAGE,0.119
12/09/2022,CUS50311114860,60,80000,USD,WEB PAGE,0.109
12/09/2022,CUS17639519412,12,3000,USD,WEB PAGE,0.099
12/09/2022,CUS49940194360,60,25100,USD,WEB PAGE,0.139
12/09/2022,CUS87787899460,60,35000,USD,WEB PAGE,0.135
12/09/2022,CUS66134974712,12,5000,USD,AGENCY,0.125
12/09/2022,CUS49336786760,60,70000,USD,AGENCY,0.125
12/09/2022,CUS71415443260,60,44300,USD,WEB PAGE,0.099
12/09/2022,CUS87547546160,60,54000,USD,AGENCY,0.109
12/09/2022,CUS18348702760,60,23000,USD,WEB PAGE,0.165
12/09/2022,CUS52418150648,48,7000,USD,WEB PAGE,0.175
12/09/2022,CUS86791201624,24,3000,USD,WEB PAGE,0.165
12/09/2022,CUS21110763760,60,50000,USD,WEB PAGE,0.145
12/09/2022,CUS54829105524,24,5000,USD,WEB PAGE,0.105
12/09/2022,CUS23172431724,24,1000,USD,WEB PAGE,0.185
12/09/2022,CUS56605621548,48,15400,USD,AGENCY,0.33
12/09/2022,CUS71256122960,60,20000,USD,WEB PAGE,0.225
12/09/2022,CUS65342081824,24,8541.01,USD,AGENCY,0.23
12/09/2022,CUS97118344260,60,11400,USD,WEB PAGE,0.255
12/09/2022,CUS54488801860,60,90000,USD,AGENCY,0.18
12/09/2022,CUS29892571036,36,5000,USD,WEB PAGE,0.24
12/09/2022,CUS53617398648,48,78500,USD,AGENCY,0.165
12/09/2022,CUS89613292160,60,20939.97,USD,WEB PAGE,0.225
12/09/2022,CUS40502372648,48,80000,USD,WEB PAGE,0.17
